Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 2	Serie N.º 2	Serie N.º 2	Serie N.º 3	Serie N.º 3	Serie N.º 3	Serie N.º 4	Serie N.º 4	Serie N.º 4	Serie N.º 5	Serie N.º 5	Serie N.º 5	Serie N.º 6	Serie N.º 6	Serie N.º 6	Serie N.º 7	Serie N.º 7	Serie N.º 7	Serie N.º 8	Serie N.º 8	Serie N.º 8	Serie N.º 9	Serie N.º 9	Serie N.º 9
Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)
47,900	-0,34	0,008	191,600	-0,24	9,176E-4	191,600	-0,23	8,849E-4																		
47,925	-0,29	-0,008	191,700	-0,24	8,933E-4	191,700	-0,24	8,922E-4																		
47,950	-0,33	0,008	191,800	-0,26	9,360E-4	191,800	-0,24	9,011E-4																		
47,975	-0,36	-0,008	191,900	-0,22	8,927E-4	191,900	-0,24	8,716E-4																		
48,000	-0,33	0,008	192,000	-0,26	8,842E-4	192,000	-0,24	8,400E-4																		
48,025	-0,34	-0,008	192,100	-0,23	8,918E-4	192,100	-0,23	8,351E-4																		
48,050	-0,33	0,008	192,200	-0,25	9,379E-4	192,200	-0,24	8,479E-4																		
48,075	-0,30	-0,008	192,300	-0,24	9,318E-4	192,300	-0,23	8,296E-4																		
48,100	-0,35	0,008	192,400	-0,23	9,366E-4	192,400	-0,24	8,831E-4																		
48,125	-0,34	-0,008	192,500	-0,26	8,824E-4	192,500	-0,24	8,792E-4																		
48,150	-0,32	0,009	192,600	-0,23	8,953E-4	192,600	-0,24	8,843E-4																		
48,175	-0,35	-0,008	192,700	-0,24	9,313E-4	192,700	-0,23	8,713E-4																		
48,200	-0,31	0,009	192,800	-0,24	9,235E-4	192,800	-0,23	9,100E-4																		
48,225	-0,33	-0,008	192,900	-0,24	8,793E-4	192,900	-0,24	9,069E-4																		
48,250	-0,36	0,009	193,000	-0,25	8,684E-4	193,000	-0,23	9,231E-4																		
48,275	-0,32	-0,008	193,100	-0,23	8,588E-4	193,100	-0,23	8,683E-4																		
48,300	-0,32	0,009	193,200	-0,25	8,815E-4	193,200	-0,24	8,750E-4																		
48,325	-0,34	-0,008	193,300	-0,24	9,243E-4	193,300	-0,23	8,792E-4																		
48,350	-0,32	0,009	193,400	-0,24	8,983E-4	193,400	-0,24	8,739E-4																		
48,375	-0,34	-0,008	193,500	-0,24	8,922E-4	193,500	-0,23	9,490E-4																		
48,400	-0,35	0,009	193,600	-0,25	9,054E-4	193,600	-0,24	8,950E-4																		
48,425	-0,32	-0,008	193,700	-0,25	9,032E-4	193,700	-0,23	9,221E-4																		
48,450	-0,34	0,009	193,800	-0,23	8,895E-4	193,800	-0,24	8,994E-4																		
48,475	-0,32	-0,008	193,900	-0,24	9,032E-4	193,900	-0,23	8,799E-4																		
48,500	-0,32	0,009	194,000	-0,25	9,049E-4	194,000	-0,24	9,071E-4																		
48,525	-0,36	-0,008	194,100	-0,24	9,204E-4	194,100	-0,24	8,938E-4																		
48,550	-0,34	0,009	194,200	-0,24	9,396E-4	194,200	-0,23	8,925E-4																		
48,575	-0,32	-0,008	194,300	-0,24	9,034E-4	194,300	-0,23	8,745E-4																		
48,600	-0,34	0,009	194,400	-0,24	8,787E-4	194,400	-0,24	9,138E-4																		
48,625	-0,32	-0,008	194,500	-0,24	8,798E-4	194,500	-0,24	9,366E-4																		
48,650	-0,34	0,010	194,600	-0,24	9,043E-4	194,600	-0,24	9,680E-4																		
48,675	-0,36	-0,008	194,700	-0,24	8,777E-4	194,700	-0,23	9,279E-4																		
48,700	-0,32	0,010	194,800	-0,24	9,026E-4	194,800	-0,24	8,948E-4																		
48,725	-0,33	-0,008	194,900	-0,24	9,203E-4	194,900	-0,23	9,136E-4																		
48,750	-0,32	0,010	195,000	-0,24	8,984E-4	195,000	-0,23	9,130E-4																		
48,775	-0,32	-0,008	195,100	-0,24	9,052E-4	195,100	-0,24	8,656E-4																		
48,800	-0,36	0,010	195,200	-0,25	9,028E-4	195,200	-0,23	9,196E-4																		
48,825	-0,35	-0,008	195,300	-0,24	9,030E-4	195,300	-0,23	9,409E-4																		
48,850	-0,31	0,010	195,400	-0,24	8,846E-4	195,400	-0,23	9,308E-4																		
48,875	-0,34	-0,009	195,500	-0,25	8,674E-4	195,500	-0,24	9,020E-4																		
48,900	-0,31	0,010	195,600	-0,24	8,773E-4	195,600	-0,24	9,199E-4																		
48,925	-0,33	-0,009	195,700	-0,24	8,588E-4	195,700	-0,23	9,052E-4																		
48,950	-0,36	0,010	195,800	-0,24	8,713E-4	195,800	-0,24	9,609E-4																		
48,975	-0,33	-0,008	195,900	-0,24	8,804E-4	195,900	-0,23	9,508E-4																		
49,000	-0,32	0,010	196,000	-0,24	9,167E-4	196,000	-0,24	9,468E-4																		
49,025	-0,34	-0,008	196,100	-0,24	8,713E-4	196,100	-0,23	9,169E-4																		
49,050	-0,32	0,010	196,200	-0,24	8,596E-4	196,200	-0,24	9,481E-4																		
49,075	-0,34	-0,008	196,300	-0,25	9,095E-4	196,300	-0,24	9,154E-4																		
49,100	-0,35	0,010	196,400	-0,24	9,398E-4	196,400	-0,23	8,759E-4																		
49,125	-0,32	-0,008	196,500	-0,24	9,347E-4	196,500	-0,24	9,320E-4																		
49,150	-0,33	0,010	196,600	-0,24	8,898E-4	196,600	-0,23	8,771E-4																		
49,175	-0,33	-0,008	196,700	-0,24	8,843E-4	196,700	-0,25	9,238E-4																		
49,200	-0,32	0,010	196,800	-0,26	8,794E-4	196,800	-0,22	8,945E-4																		
49,225	-0,36	-0,008	196,900	-0,22	9,349E-4	196,900	-0,24	8,973E-4																		
49,250	-0,34	0,010	197,000	-0,26	8,896E-4	197,000	-0,23	9,227E-4																		
49,275	-0,32	-0,008	197,100	-0,22	9,038E-4	197,100	-0,23	8,798E-4																		
49,300	-0,33	0,009	197,200	-0,25	8,998E-4	197,200	-0,25	9,022E-4																		
49,325	-0,32	-0,008	197,300	-0,23	8,988E-4	197,300	-0,23	8,921E-4																		
49,350	-0,34	0,009	197,400	-0,24	9,152E-4	197,400	-0,24	9,302E-4																		
49,375	-0,36	-0,008	197,500	-0,25	8,920E-4	197,500	-0,23	9,154E-4																		
49,400	-0,32	0,009	197,600	-0,24	9,070E-4	197,600	-0,23	8,783E-4																		
49,425	-0,32	-0,008	197,700	-0,24	9,086E-4	197,700	-0,24	8,734E-4																		
49,450	-0,34	0,009	197,800	-0,23	9,502E-4	197,800	-0,24	9,030E-4																		
49,475	-0,33	-0,008	197,900	-0,25	8,916E-4	197,900	-0,24	8,987E-4																		
49,500	-0,35	0,009	198,000	-0,24	8,970E-4	198,000	-0,23	9,146E-4																		
49,525	-0,33	-0,008	198,100	-0,24	9,059E-4	198,100	-0,23	9,203E-4																		
49,550	-0,32	0,009	198,200	-0,24	9,059E-4	198,200	-0,24	9,316E-4																		
49,575	-0,33	-0,008	198,300	-0,24	9,301E-4	198,300	-0,24	9,331E-4																		
49,600	-0,33	0,009	198,400	-0,24	9,254E-4	198,400	-0,24	9,313E-4																		
49,625	-0,34	-0,008	198,500	-0,24	8,629E-4	198,500	-0,24	9,279E-4																		
49,650	-0,35	0,009	198,600	-0,24	9,513E-4	198,600	-0,23	8,844E-4																		
49,675	-0,32	-0,008	198,700	-0,24	9,132E-4	198,700	-0,23	9,125E-4																		
49,700	-0,32	0,009	198,800	-0,24	9,127E-4	198,800	-0,24	8,983E-4																		
49,725	-0,34	-0,008	198,900	-0,24	8,469E-4	198,900	-0,24	9,062E-4																		
49,750	-0,32	0,009	199,000	-0,24	9,067E-4	199,000	-0,24	8,854E-4																		
49,775	-0,35	-0,007	199,100	-0,24	9,330E-4	199,100	-0,23	8,961E-4																		
49,800	-0,34	0,009	199,200	-0,25	9,185E-4	199,200	-0,23	8,718E-4																		
49,825	-0,31	-0,007	199,300	-0,24	9,049E-4	199,300	-0,24	8,676E-4																		
49,850	-0,34	0,009	199,400	-0,24	9,708E-4	199,400	-0,24	8,549E-4																		
49,875	-0,33	-0,008	199,500	-0,24	9,100E-4	199,500	-0,23	8,754E-4																		
49,900	-0,33	0,009	199,600	-0,24	9,294E-4	199,600	-0,24	8,761E-4																		
49,925	-0,35	-0,007	199,700	-0,24	8,801E-4	199,700	-0,23	8,662E-4																		
49,950	-0,32	0,009	199,800	-0,24	8,601E-4	199,800	-0,23	8,912E-4																		
49,975	-0,32	-0,007	199,900	-0,24	9,065E-4	199,900	-0,24	9,084E-4																		
50,000	-0,34	0,009	200,000	-0,24	9,188E-4	200,000	-0,24	8,578E-4																		
50,025	-0,33	-0,007	200,100	-0,24	9,652E-4	200,100	-0,24	8,428E-4																		
50,050	-0,34	0,009	200,200	-0,24	9,294E-4	200,200	-0,24	9,207E-4																		
50,075	-0,34	-0,007	200,300	-0,24	8,997E-4	200,300	-0,23	9,076E-4																		
50,100	-0,31	0,009	200,400	-0,24	8,632E-4	200,400	-0,23	8,959E-4																		
50,125	-0,34	-0,007	200,500	-0,24	9,044E-4	200,500	-0,24	9,315E-4																		
50,150	-0,34	0,008	200,600	-0,24	9,194E-4	200,600	-0,24	8,917E-4																		
50,175	-0,32	-0,007	200,700	-0,24	9,191E-4	200,700	-0,23	9,246E-4																		
50,200	-0,35	0,009	200,800	-0,24	9,315E-4	200,800	-0,24	8,954E-4																		
50,225	-0,33	-0,007	200,900	-0,24	8,925E-4	200,900	-0,23	8,707E-4																		
50,250	-0,31	0,009	201,000	-0,24	9,314E-4	201,000	-0,24	8,767E-4																		
50,275	-0,35	-0,007	201,100	-0,24	9,108E-4	201,100	-0,24	8,781E-4																		
50,300	-0,33	0,009	201,200	-0,24	9,753E-4	201,200	-0,23	8,768E-4																		
50,325	-0,33	-0,007	201,300	-0,24	9,646E-4	201,300	-0,24	9,229E-4																		
50,350	-0,34	0,009	201,400	-0,24	9,797E-4	201,400	-0,23	8,842E-4																		
50,375	-0,32	-0,007	201,500	-0,24	9,554E-4	201,500	-0,23	9,023E-4																		
50,400	-0,33	0,009	201,600	-0,24	9,120E-4	201,600	-0,23	9,017E-4																		
50,425	-0,34	-0,007	201,700	-0,24	9,253E-4	201,700	-0,24	9,181E-4																		
50,450	-0,33	0,009	201,800	-0,24	9,080E-4	201,800	-0,23	9,280E-4																		
50,475	-0,35	-0,007	201,900	-0,24	9,255E-4	201,900	-0,23	9,211E-4																		
50,500	-0,33	0,009	202,000	-0,24	9,531E-4	202,000	-0,24	9,401E-4																		
50,525	-0,31	-0,008	202,100	-0,24	8,966E-4	202,100	-0,23	9,033E-4																		
50,550	-0,35	0,009	202,200	-0,24	8,981E-4	202,200	-0,24	9,204E-4																		
50,575	-0,33	-0,008	202,300	-0,24	9,257E-4	202,300	-0,23	9,653E-4																		
50,600	-0,33	0,009	202,400	-0,24	8,776E-4	202,400	-0,24	8,767E-4																		
50,625	-0,35	-0,008	202,500	-0,24	8,687E-4	202,500	-0,23	9,370E-4																		
50,650	-0,32	0,009	202,600	-0,24	9,122E-4	202,600	-0,24	9,075E-4																		
50,675	-0,33	-0,008	202,700	-0,24	9,413E-4	202,700	-0,23	9,564E-4																		
50,700	-0,35	0,009	202,800	-0,24	9,192E-4	202,800	-0,23	9,597E-4																		
50,725	-0,33	-0,008	202,900	-0,24	9,072E-4	202,900	-0,24	9,498E-4																		
50,750	-0,34	0,009	203,000	-0,25	8,826E-4	203,000	-0,23	9,314E-4																		
50,775	-0,33	-0,008	203,100	-0,24	8,910E-4	203,100	-0,24	9,075E-4																		
50,800	-0,31	0,009	203,200	-0,24	9,082E-4	203,200	-0,24	9,369E-4																		
50,825	-0,34	-0,008	203,300	-0,25	8,839E-4	203,300	-0,24	9,265E-4																		
50,850	-0,34	0,009	203,400	-0,24	8,989E-4	203,400	-0,23	9,255E-4																		
50,875	-0,33	-0,008	203,500	-0,23	9,037E-4	203,500	-0,24	8,971E-4																		
50,900	-0,34	0,009	203,600	-0,25	8,849E-4	203,600	-0,23	9,067E-4																		
50,925	-0,33	-0,008	203,700	-0,24	9,163E-4	203,700	-0,24	8,823E-4																		
50,950	-0,32	0,010	203,800	-0,23	8,789E-4	203,800	-0,24	9,255E-4																		
50,975	-0,36	-0,008	203,900	-0,26	9,182E-4	203,900	-0,22	9,214E-4																		
51,000	-0,33	0,010	204,000	-0,22	9,036E-4	204,000	-0,24	9,261E-4																		
51,025	-0,33	-0,008	204,100	-0,25	8,896E-4	204,100	-0,24	8,889E-4																		
51,050	-0,34	0,009	204,200	-0,24	9,086E-4	204,200	-0,24	8,942E-4																		
51,075	-0,33	-0,008	204,300	-0,23	8,795E-4	204,300	-0,21	9,196E-4																		
51,100	-0,34	0,009	204,400	-0,26	8,712E-4	204,400	-0,26	9,287E-4																		
51,125	-0,34	-0,009	204,500	-0,22	8,239E-4	204,500	-0,24	9,324E-4																		
51,150	-0,33	0,009	204,600	-0,25	8,361E-4	204,600	-0,23	9,456E-4																		
51,175	-0,34	-0,008	204,700	-0,25	8,734E-4	204,700	-0,23	9,265E-4																		
51,200	-0,33	0,010	204,800	-0,23	8,510E-4	204,800	-0,24	9,677E-4																		
51,225	-0,33	-0,008	204,900	-0,24	9,066E-4	204,900	-0,25	8,750E-4																		
51,250	-0,34	0,010	205,000	-0,25	8,936E-4	205,000	-0,22	8,910E-4																		
51,275	-0,33	-0,008	205,100	-0,24	8,892E-4	205,100	-0,23	9,045E-4																		
51,300	-0,33	0,010	205,200	-0,24	8,629E-4	205,200	-0,25	8,793E-4																		
51,325	-0,34	-0,008	205,300	-0,24	8,516E-4	205,300	-0,23	8,745E-4																		
51,350	-0,32	0,010	205,400	-0,25	8,618E-4	205,400	-0,23	8,829E-4																		
51,375	-0,34	-0,008	205,500	-0,24	9,114E-4	205,500	-0,24	9,409E-4																		
51,400	-0,34	0,010	205,600	-0,23	9,058E-4	205,600	-0,24	8,846E-4																		
51,425	-0,32	-0,008	205,700	-0,25	9,030E-4	205,700	-0,24	8,744E-4																		
51,450	-0,34	0,010	205,800	-0,24	9,395E-4	205,800	-0,23	8,557E-4																		
51,475	-0,34	-0,008	205,900	-0,24	9,008E-4	205,900	-0,23	8,427E-4																		
51,500	-0,32	0,009	206,000	-0,24	8,956E-4	206,000	-0,26	8,624E-4																		
51,525	-0,34	-0,008	206,100	-0,24	9,403E-4	206,100	-0,22	8,862E-4																		
51,550	-0,33	0,009	206,200	-0,25	8,954E-4	206,200	-0,24	9,087E-4																		
51,575	-0,33	-0,008	206,300	-0,23	9,242E-4	206,300	-0,22	9,196E-4																		
51,600	-0,35	0,009	206,400	-0,24	9,044E-4	206,400	-0,26	8,953E-4																		
51,625	-0,32	-0,008	206,500	-0,25	8,781E-4	206,500	-0,22	9,281E-4																		
51,650	-0,32	0,009	206,600	-0,24	9,128E-4	206,600	-0,24	9,055E-4																		
51,675	-0,34	-0,008	206,700	-0,24	8,857E-4	206,700	-0,24	8,893E-4																		
51,700	-0,33	0,009	206,800	-0,24	9,219E-4	206,800	-0,22	9,116E-4																		
51,725	-0,35	-0,008	206,900	-0,25	8,931E-4	206,900	-0,24	9,257E-4																		
51,750	-0,35	0,009	207,000	-0,23	8,799E-4	207,000	-0,23	9,008E-4																		
51,775	-0,30	-0,008	207,100	-0,25	9,020E-4	207,100	-0,24	9,030E-4																		
51,800	-0,34	0,009	207,200	-0,24	8,882E-4	207,200	-0,23	9,084E-4																		
51,825	-0,32	-0,008	207,300	-0,24	9,399E-4	207,300	-0,23	9,174E-4																		
51,850	-0,33	0,009	207,400	-0,25	9,240E-4	207,400	-0,25	9,039E-4																		
51,875	-0,37	-0,008	207,500	-0,23	8,492E-4	207,500	-0,23	9,067E-4																		
51,900	-0,31	0,009	207,600	-0,25	8,798E-4	207,600	-0,24	9,030E-4																		
51,925	-0,31	-0,008	207,700	-0,24	9,108E-4	207,700	-0,23	8,868E-4																		
51,950	-0,37	0,009	207,800	-0,24	8,748E-4	207,800	-0,24	8,806E-4																		
51,975	-0,32	-0,008	207,900	-0,25	8,701E-4	207,900	-0,23	9,130E-4																		
52,000	-0,33	0,009	208,000	-0,23	8,657E-4	208,000	-0,23	9,200E-4																		
52,025	-0,35	-0,008	208,100	-0,25	8,320E-4	208,100	-0,24	9,033E-4																		
52,050	-0,31	0,009	208,200	-0,23	8,752E-4	208,200	-0,24	9,181E-4																		
52,075	-0,34	-0,008	208,300	-0,25	8,789E-4	208,300	-0,23	9,250E-4																		
52,100	-0,35	0,009	208,400	-0,24	9,054E-4	208,400	-0,23	8,870E-4																		
52,125	-0,30	-0,008	208,500	-0,24	8,982E-4	208,500	-0,24	9,016E-4																		
52,150	-0,34	0,009	208,600	-0,24	8,815E-4	208,600	-0,23	9,264E-4																		
52,175	-0,35	-0,007	208,700	-0,24	8,823E-4	208,700	-0,23	9,244E-4																		
52,200	-0,31	0,009	208,800	-0,24	8,564E-4	208,800	-0,23	9,457E-4																		
52,225	-0,35	-0,007	208,900	-0,24	8,788E-4	208,900	-0,24	9,241E-4																		
52,250	-0,32	0,009	209,000	-0,24	8,306E-4	209,000	-0,23	9,338E-4																		
52,275	-0,31	-0,007	209,100	-0,25	8,408E-4	209,100	-0,23	9,146E-4																		
52,300	-0,37	0,009	209,200	-0,23	8,485E-4	209,200	-0,24	9,436E-4																		
52,325	-0,31	-0,007	209,300	-0,23	8,611E-4	209,300	-0,23	9,443E-4																		
52,350	-0,34	0,009	209,400	-0,26	8,568E-4	209,400	-0,24	9,307E-4																		
52,375	-0,34	-0,008	209,500	-0,22	8,591E-4	209,500	-0,24	9,264E-4																		
52,400	-0,30	0,009	209,600	-0,26	8,281E-4	209,600	-0,24	8,882E-4																		
52,425	-0,36	-0,008	209,700	-0,23	8,427E-4	209,700	-0,23	8,796E-4																		
52,450	-0,35	0,009	209,800	-0,24	8,427E-4	209,800	-0,23	8,231E-4																		
52,475	-0,31	-0,008	209,900	-0,25	8,910E-4	209,900	-0,24	9,115E-4																		
52,500	-0,34	0,009	210,000	-0,23	8,583E-4	210,000	-0,23	9,344E-4																		
52,525	-0,33	-0,008	210,100	-0,25	9,265E-4	210,100	-0,23	8,921E-4																		
52,550	-0,32	0,009	210,200	-0,23	8,951E-4	210,200	-0,24	8,766E-4																		
52,575	-0,37	-0,008	210,300	-0,25	9,146E-4	210,300	-0,24	9,008E-4																		
52,600	-0,32	0,009	210,400	-0,24	8,730E-4	210,400	-0,23	9,325E-4																		
52,625	-0,31	-0,008	210,500	-0,24	8,899E-4	210,500	-0,24	9,121E-4																		
52,650	-0,35	0,009	210,600	-0,25	8,564E-4	210,600	-0,23	8,730E-4																		
52,675	-0,31	-0,008	210,700	-0,23	9,075E-4	210,700	-0,24	9,576E-4																		
52,700	-0,36	0,009	210,800	-0,24	8,712E-4	210,800	-0,23	9,169E-4																		
52,725	-0,35	-0,008	210,900	-0,24	9,010E-4	210,900	-0,24	9,386E-4																		
52,750	-0,30	0,009	211,000	-0,24	8,574E-4	211,000	-0,24	9,520E-4																		
52,775	-0,35	-0,008	211,100	-0,24	8,656E-4	211,100	-0,22	9,423E-4																		
52,800	-0,33	0,009	211,200	-0,24	8,556E-4	211,200	-0,24	9,541E-4																		
52,825	-0,32	-0,008	211,300	-0,24	8,644E-4	211,300	-0,25	9,662E-4																		
52,850	-0,36	0,010	211,400	-0,24	8,748E-4	211,400	-0,22	9,736E-4																		
52,875	-0,31	-0,008	211,500	-0,24	8,446E-4	211,500	-0,24	9,503E-4																		
52,900	-0,32	0,010	211,600	-0,24	8,484E-4	211,600	-0,24	9,410E-4																		
52,925	-0,36	-0,009	211,700	-0,24	8,204E-4	211,700	-0,24	8,870E-4																		
52,950	-0,32	0,010	211,800	-0,24	8,409E-4	211,800	-0,22	9,078E-4																		
52,975	-0,34	-0,009	211,900	-0,24	8,894E-4	211,900	-0,24	9,078E-4																		
53,000	-0,35	0,010	212,000	-0,24	8,539E-4	212,000	-0,24	8,718E-4																		
53,025	-0,30	-0,009	212,100	-0,25	8,516E-4	212,100	-0,23	9,070E-4																		
53,050	-0,35	0,010	212,200	-0,24	8,634E-4	212,200	-0,23	9,156E-4																		
53,075	-0,36	-0,009	212,300	-0,24	8,345E-4	212,300	-0,23	9,352E-4																		
53,100	-0,30	0,010	212,400	-0,24	8,625E-4	212,400	-0,24	9,315E-4																		
53,125	-0,35	-0,009	212,500	-0,24	8,955E-4	212,500	-0,23	9,365E-4																		
53,150	-0,34	0,010	212,600	-0,24	8,560E-4	212,600	-0,23	9,707E-4																		
53,175	-0,31	-0,009				212,700	-0,24	9,437E-4																		
53,200	-0,36	0,010				212,800	-0,24	9,606E-4																		
53,225	-0,33	-0,009				212,900	-0,23	9,424E-4																		
53,250	-0,31	0,010				213,000	-0,23	9,323E-4																		
53,275	-0,35	-0,009				213,100	-0,24	9,272E-4																		
53,300	-0,33	0,010				213,200	-0,23	9,045E-4																		
53,325	-0,33	-0,009				213,300	-0,24	9,193E-4																		
53,350	-0,34	0,010				213,400	-0,22	9,358E-4																		
53,375	-0,32	-0,009				213,500	-0,25	9,524E-4																		
53,400	-0,34	0,010				213,600	-0,23	9,420E-4																		
53,425	-0,35	-0,009				213,700	-0,24	9,022E-4																		
53,450	-0,32	0,010				213,800	-0,23	9,282E-4																		
53,475	-0,32	-0,009				213,900	-0,24	9,076E-4																		
53,500	-0,34	0,010				214,000	-0,23	9,176E-4																		
53,525	-0,33	-0,009				214,100	-0,23	8,704E-4																		
53,550	-0,35	0,010				214,200	-0,24	9,523E-4																		
53,575	-0,33	-0,009				214,300	-0,23	9,265E-4																		
53,600	-0,34	0,010				214,400	-0,24	9,709E-4																		
53,625	-0,32	-0,008				214,500	-0,22	9,709E-4																		
53,650	-0,33	0,010				214,600	-0,25	9,264E-4																		
53,675	-0,34	-0,009				214,700	-0,22	9,601E-4																		
53,700	-0,31	0,010				214,800	-0,25	9,397E-4																		
53,725	-0,35	-0,008				214,900	-0,23	9,669E-4																		
53,750	-0,35	0,010				215,000	-0,23	9,226E-4																		
53,775	-0,32	-0,008				215,100	-0,24	9,049E-4																		
53,800	-0,34	0,009				215,200	-0,23	9,061E-4																		
53,825	-0,34	-0,009				215,300	-0,24	9,023E-4																		
53,850	-0,31	0,009				215,400	-0,23	9,407E-4																		
53,875	-0,35	-0,009				215,500	-0,24	9,132E-4																		
53,900	-0,35	0,009				215,600	-0,23	9,211E-4																		
53,925	-0,31	-0,009				215,700	-0,24	9,010E-4																		
53,950	-0,34	0,009				215,800	-0,23	9,065E-4																		
53,975	-0,33	-0,009				215,900	-0,24	8,710E-4																		
54,000	-0,32	0,009				216,000	-0,23	8,850E-4																		
54,025	-0,36	-0,008				216,100	-0,23	9,587E-4																		
54,050	-0,32	0,009				216,200	-0,23	8,887E-4																		
54,075	-0,32	-0,009				216,300	-0,24	9,171E-4																		
54,100	-0,34	0,009				216,400	-0,24	9,237E-4																		
54,125	-0,33	-0,008				216,500	-0,23	9,193E-4																		
54,150	-0,33	0,009				216,600	-0,24	9,114E-4																		
54,175	-0,34	-0,008				216,700	-0,23	9,546E-4																		
54,200	-0,32	0,009				216,800	-0,24	9,476E-4																		
54,225	-0,34	-0,008				216,900	-0,23	9,148E-4																		
54,250	-0,33	0,009				217,000	-0,23	9,426E-4																		
54,275	-0,33	-0,008				217,100	-0,24	9,231E-4																		
54,300	-0,33	0,009				217,200	-0,23	9,325E-4																		
54,325	-0,33	-0,008				217,300	-0,24	9,323E-4																		
54,350	-0,33	0,010				217,400	-0,23	8,993E-4																		
54,375	-0,34	-0,008				217,500	-0,23	9,001E-4																		
54,400	-0,33	0,009				217,600	-0,24	9,268E-4																		
